theme	lemma	translation	pos	note
Природа	cvet	цветок	NOUN	м
Природа	trava	трава	NOUN	ж
Природа	kamen	камень	NOUN	м
Природа	zemlja	земля; страна	NOUN	ж
Природа	vazduh	воздух	NOUN	м
Природа	vatra	огонь	NOUN	ж
Природа	led	лёд	NOUN	м
Природа	priroda	природа	NOUN	ж
Транспорт	automobil	автомобиль	NOUN	м
Транспорт	autobus	автобус	NOUN	м
Транспорт	voz	поезд	NOUN	м
Транспорт	avion	самолёт	NOUN	м
Транспорт	bicikl	велосипед	NOUN	м
Транспорт	brod	корабль	NOUN	м
Транспорт	tramvaj	трамвай	NOUN	м
Транспорт	taksi	такси	NOUN	м
Транспорт	put	дорога, путь	NOUN	м
Транспорт	karta	билет	NOUN	ж
Транспорт	aerodrom	аэропорт	NOUN	м
Транспорт	saobraćaj	движение, транспорт	NOUN	м
Движение	ići	идти	VERB	несврш.
Движение	doći	прийти	VERB	сврш.
Движение	otići	уйти	VERB	сврш.
Движение	ući	войти	VERB	сврш.
Движение	izaći	выйти	VERB	сврш.
Движение	trčati	бежать	VERB	несврш.
Движение	hodati	ходить	VERB	несврш.
Движение	stajati	стоять	VERB	несврш.
Движение	sedeti	сидеть	VERB	несврш.
Движение	ustati	встать	VERB	сврш.
Движение	putovati	путешествовать	VERB	несврш.
Движение	voziti	вести, ехать	VERB	несврш.
Движение	leteti	лететь	VERB	несврш.
Движение	pasti	упасть	VERB	сврш.
Движение	nositi	нести, носить	VERB	несврш.
Движение	doneti	принести	VERB	сврш.
Движение	vratiti	вернуть	VERB	сврш.
Движение	stići	успеть, прибыть	VERB	сврш.
Глаголы	biti	быть	AUX	несврш.
Глаголы	imati	иметь	VERB	несврш.
Глаголы	raditi	работать, делать	VERB	несврш.
Глаголы	jesti	есть	VERB	несврш.
Глаголы	piti	пить	VERB	несврш.
Глаголы	spavati	спать	VERB	несврш.
Глаголы	gledati	смотреть	VERB	несврш.
Глаголы	slušati	слушать	VERB	несврш.
Глаголы	govoriti	говорить	VERB	несврш.
Глаголы	reći	сказать	VERB	сврш.
Глаголы	znati	знать	VERB	несврш.
Глаголы	misliti	думать	VERB	несврш.
Глаголы	hteti	хотеть	VERB	несврш.
Глаголы	moći	мочь	VERB	несврш.
Глаголы	morati	быть должным	VERB	несврш.
Глаголы	videti	видеть	VERB	несврш.
Глаголы	čuti	слышать	VERB	сврш.
Глаголы	dati	дать	VERB	сврш.
Глаголы	uzeti	взять	VERB	сврш.
Глаголы	kupiti	купить	VERB	сврш.
Глаголы	platiti	заплатить	VERB	сврш.
Глаголы	otvoriti	открыть	VERB	сврш.
Глаголы	zatvoriti	закрыть	VERB	сврш.
Глаголы	početi	начать	VERB	сврш.
Глаголы	završiti	закончить	VERB	сврш.
Глаголы	voleti	любить	VERB	несврш.
Глаголы	živeti	жить	VERB	несврш.
Глаголы	čekati	ждать	VERB	несврш.
Глаголы	tražiti	искать	VERB	несврш.
Глаголы	naći	найти	VERB	сврш.
Глаголы	pomoći	помочь	VERB	сврш.
Глаголы	pitati	спрашивать	VERB	несврш.
Признаки	velik	большой	ADJ
Признаки	mali	маленький	ADJ
Признаки	dobar	хороший	ADJ
Признаки	loš	плохой	ADJ
Признаки	nov	новый	ADJ
Признаки	star	старый	ADJ
Признаки	mlad	молодой	ADJ
Признаки	lep	красивый	ADJ
Признаки	ružan	некрасивый	ADJ
Признаки	dug	длинный	ADJ
Признаки	kratak	короткий	ADJ
Признаки	visok	высокий	ADJ
Признаки	nizak	низкий	ADJ
Признаки	brz	быстрый	ADJ
Признаки	spor	медленный	ADJ
Признаки	topao	тёплый	ADJ
Признаки	hladan	холодный	ADJ
Признаки	jak	сильный	ADJ
Признаки	slab	слабый	ADJ
Признаки	težak	тяжёлый, трудный	ADJ
Признаки	lak	лёгкий	ADJ
Признаки	čist	чистый	ADJ
Признаки	prljav	грязный	ADJ
Признаки	pun	полный	ADJ
Признаки	prazan	пустой	ADJ
Признаки	skup	дорогой	ADJ
Признаки	jeftin	дешёвый	ADJ
Общение	zdravo	привет	INTJ
Общение	hvala	спасибо	INTJ
Общение	molim	пожалуйста	INTJ
Общение	izvinite	извините	INTJ
Общение	doviđenja	до свидания	INTJ
Общение	da	да	PART
Общение	ne	нет, не	PART
Общение	kako	как	ADV
Общение	zašto	почему	ADV
Общение	gde	где	ADV
Общение	kada	когда	ADV
Общение	ko	кто	PRON
Общение	šta	что	PRON
Общение	ime	имя	NOUN	с
Общение	prezime	фамилия	NOUN	с
Общение	gospodin	господин	NOUN	м
Общение	gospođa	госпожа	NOUN	ж
Общение	razgovor	разговор	NOUN	м
